role,group,campaign_id,seed,artifact,artifact_bytes,sha256,outcome,capture_classification,final_classification,classification_source,max_act
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430100,run_STS430100_a20_ironclad.jsonl,305694,8e4a8c22bc372565b2f65bd922176d7eae488f3e62b86a1a4d10eeeeddf03bac,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430108,run_STS430108_a20_ironclad.jsonl,1168677,5815a4761636516965eaeb25f9440c5962b4130931da4d8603eaab0ec6748700,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430116,run_STS430116_a20_ironclad.jsonl,432391,b3ab039ff6dcb8850bd9ec5b8e60da5a6303315cfefa3ae95a4307bbbbafb249,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430124,run_STS430124_a20_ironclad.jsonl,899348,1d9bca0cd97e974261d83f7d0e4218fe7ebcd910c56a640c287a5d391f50be4e,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430132,run_STS430132_a20_ironclad.jsonl,982053,03acc0353b3279d468aa4355243c05300f666eb7ef35fa609ea50727b5692975,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430140,run_STS430140_a20_ironclad.jsonl,619916,61ec60e6be722ee2a22ec9dadcd78e87c0ecf9f4d515c288e81f21a9b423670d,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430148,run_STS430148_a20_ironclad.jsonl,1133200,89db0b2dbc6dfa04cd6644549141468911051cecb86137dc720dfb29618b94cf,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430156,run_STS430156_a20_ironclad.jsonl,601083,e2d78013b27001052ad807ed22734d836faf38804156dbe577c726f574095ae5,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430164,run_STS430164_a20_ironclad.jsonl,606996,bf9e892e5afe9041bed527ea7d6b3b14e7f0547e40c55db80718d1b7906f53ad,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430172,run_STS430172_a20_ironclad.jsonl,442098,e71377c6afb10c8ed9d9b958513c85a740cd9cebad210f615d47ee017cd1f956,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430180,run_STS430180_a20_ironclad.jsonl,1059728,4cf021d0fc9fbee06d8631193cf48eb0a5f156a5b3267bf431a52fd69d29d696,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430188,run_STS430188_a20_ironclad.jsonl,895981,7dac96c718f62fee69e6d96005fd89441ed17373112935f5e66872a70099b671,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430196,run_STS430196_a20_ironclad.jsonl,603780,c463ab9b6a2024b9d29bcea4f00e9af4fe96c307dd94e7982af50146361e7dc0,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430204,run_STS430204_a20_ironclad.jsonl,669490,7ce2e5f103c00ee08121b29349707e3ab376f090fad485828b2006bd01741143,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430212,run_STS430212_a20_ironclad.jsonl,989496,6ea023fee3b73235802ae06a1a4dfb29939d67483e35d73195c22ab9e114f534,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430220,run_STS430220_a20_ironclad.jsonl,943971,23acaa45320d476155ea6521afb88b205df4ddf8bf8d709239e85734b886c4a5,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430228,run_STS430228_a20_ironclad.jsonl,841773,e5eaeacd86a8212a06eb91c429764fd5dad079c191a8cad927a1c67b1223e59b,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430236,run_STS430236_a20_ironclad.jsonl,1297651,81745981c8ec98579a1ca3f28717ccf46addde4dcc4d61e5e5eeabac54bbc181,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430244,run_STS430244_a20_ironclad.jsonl,1343026,2e68fbef4d81e36e79ffccf8e09bdb6f7f0dc11ac96abd6bc5ec90a0eda38aca,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430252,run_STS430252_a20_ironclad.jsonl,1320416,57163f2ffafc2b81d9ee77ac838e297326f73df95ffef3e26fc7c860f9e2ab39,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430260,run_STS430260_a20_ironclad.jsonl,982467,e0b50fa240e5db55f280e66b80d9ff7a727ad51a814183db7f20e309cc83c2ed,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430268,run_STS430268_a20_ironclad.jsonl,1303529,1a82ee40911cc6ed618a6234ce8763e34c3adf7cadb8866e2ad40f735bac8f62,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430276,run_STS430276_a20_ironclad.jsonl,1468879,cf24230cefe95d5298e6195558fe6c2a907a1084d0ebaf13d0c50c349eccfc74,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430284,run_STS430284_a20_ironclad.jsonl,438852,0b1bdf9930c7a591ec2db1a8f9c6784d6888a3c77838bdb03b253e84d3402a28,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430292,run_STS430292_a20_ironclad.jsonl,811007,9340c6ccd0a0816a3e0674dc7bacb56bc215dd0a483b38e7ca8418041f6cc170,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430300,run_STS430300_a20_ironclad.jsonl,995905,61059f0e6a875b55ca96e38ca224fbf20ecbe5b345d2d48bc1ae844641a52aad,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430308,run_STS430308_a20_ironclad.jsonl,401487,9238fe62da94c2f860ff2b3073916fca5c0af3a170102e409aa8a89b6708c422,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430316,run_STS430316_a20_ironclad.jsonl,300270,08fffb5f9b7b1ed9139447ad7d5352dad8f9d0ac34975c576253edf9b01e0b42,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430324,run_STS430324_a20_ironclad.jsonl,1639934,29534b21d940607e9dd41c62cdae36a330f112833a7a5feff554c0c83dd40f39,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430332,run_STS430332_a20_ironclad.jsonl,709369,99755af4881171daf6d95f8d1bf0502d5a24b7942cf95b5bf4fa00b47fbec348,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430340,run_STS430340_a20_ironclad.jsonl,965910,af4bc4deb4a28e1c9e1958c08d6a8aefbb80de61108a90f3caa0efaf0640c277,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430348,run_STS430348_a20_ironclad.jsonl,1144128,7a9695fb3ea88c7ffd7be37df475d94316907cb2b6d0af185d5ec600a8a70509,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430356,run_STS430356_a20_ironclad.jsonl,449519,66606e694279dac44abc498e67e19d12e81ee7cafd93801b4a2e42690e443462,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430364,run_STS430364_a20_ironclad.jsonl,1244535,ca3fc0b69d8b36785dd16d6640fd8925b7c152eb356fdc3d7d00abb7783b52a5,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430372,run_STS430372_a20_ironclad.jsonl,539749,68a039419086586508396245c1ea115337da942b3a862145fa8f863b9c26ea10,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430380,run_STS430380_a20_ironclad.jsonl,979909,fbba579f149c0301dff0b143c5c5d91c67a92ee0a39c93742f7191c4d7e0e962,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430388,run_STS430388_a20_ironclad.jsonl,1777105,9b995ec6f9a28c2f9dc6934c85267e1d094f70512aaa54a0201e268449b57899,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430396,run_STS430396_a20_ironclad.jsonl,913922,aaa54efa347d55149d9b0ae45ad0272893ec6473f9980812fc9be6c6595abac9,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430404,run_STS430404_a20_ironclad.jsonl,715364,2d0b952286dac09c0d839a8ff4d3018e17956c75cebf3a205f1b9d59731853bc,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430412,run_STS430412_a20_ironclad.jsonl,438444,41c5a05eb5b813c33c71b5710a9af04793621b9398626e7cd80e7af2d52b6bd4,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430420,run_STS430420_a20_ironclad.jsonl,469449,2d73c0f28daf6400176a0685fa137b494312d47e1c025a066a7a4d7f4c907c78,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430428,run_STS430428_a20_ironclad.jsonl,379358,c16c7303f4a3985a8c8a3a455c4fa50a6c517b194413f143668e4def728588a7,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430436,run_STS430436_a20_ironclad.jsonl,1168547,9d1b3c4a01a5a3260b06cd80afd173eeb54f83d148ad2c6c08d175a07803fdf1,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430444,run_STS430444_a20_ironclad.jsonl,543145,01a7b587722dc536edb43b20d0b63c75758ad3d41675c4c2ec4bf889a3c85e74,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430452,run_STS430452_a20_ironclad.jsonl,1127069,d407e1ba16a84f833b0ae6b071ada0332dd1a2c88c667eeb7e28fdcf07c36b19,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430460,run_STS430460_a20_ironclad.jsonl,1207293,f073c9f7fab60196faac5c7b397f2fb1776306341405dffcadc67640293ddf75,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430468,run_STS430468_a20_ironclad.jsonl,1144890,2252604dd7ef9836e07647da80dc29ffc5873012ae19966b1b68d097187e66af,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430476,run_STS430476_a20_ironclad.jsonl,351941,18ff9aef6a6ea783d9409d1f68824ef9de3aee8cb65e234f6b31fd3860e06e31,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430484,run_STS430484_a20_ironclad.jsonl,394825,d18c41e00cda29f8853614ada2e3369a3199d9ab51cd6723570895d7b224fc0a,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430492,run_STS430492_a20_ironclad.jsonl,1169713,3a687b82fa53036a281e47c1c88f09cc9e51c0438c7da2f44eee9ce883a37bff,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430500,run_STS430500_a20_ironclad.jsonl,1065448,273bbbfe20b16b2ef05be4ccbe720dbdd81940080c647ab1f84da6e5114e9e30,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430508,run_STS430508_a20_ironclad.jsonl,377071,6b7490cae23785519cf609ef258965aa867ad62a443bcc58d4a922620350a5d4,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430516,run_STS430516_a20_ironclad.jsonl,411225,38df2ddb4a07b7c5da4bf2c722158811791ec5d7d29811363dedc96e63f01c5d,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430524,run_STS430524_a20_ironclad.jsonl,1395888,8ad48725a5fae022b643db34e005a99851169214410ab8dfef8da21340e6f579,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430532,run_STS430532_a20_ironclad.jsonl,438521,cb0b45008d7913b34942538c50c7a5ad68b8bc83ed65c746d4824864f4f33977,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430540,run_STS430540_a20_ironclad.jsonl,1034578,20c4fa815e9edaac84ce3caeac53acbbb4746bc0b11ade8184e7d84532350deb,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430548,run_STS430548_a20_ironclad.jsonl,1544010,72498016075e7126135f1fe815c3425226de47be1b122356b83f6ef4b13a6e43,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430556,run_STS430556_a20_ironclad.jsonl,867312,e620cd270256b9f0ba4080d29a8fbd4580e71dbcc5b2beec3bb59a1a73afadd8,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430564,run_STS430564_a20_ironclad.jsonl,822068,11b862124de36204aca32a9e8b4a5cdba64776f7831be0d314dac8ef46306a2a,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430572,run_STS430572_a20_ironclad.jsonl,1132957,2f095912b53aa53980bffaeee590e98bef8fb4a72f3f85e14e17bb21c4f1f28f,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430580,run_STS430580_a20_ironclad.jsonl,1095807,f7854a6823f36d1fabb2669aaa8bdae95dac19ca6299b2ff79e41bc1c9a1c3aa,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430588,run_STS430588_a20_ironclad.jsonl,978479,ce3fa76e2a78c30cbad105552395d58844ac63eff9af5d174805305bf7674e55,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-001-of-008,STS430596,run_STS430596_a20_ironclad.jsonl,542016,af457bd47fa5271939f833e5a92481abe4cab6d5519dd388ed7d8781d0194dfe,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430101,run_STS430101_a20_ironclad.jsonl,328207,5a1db40255dcf292bad78c97c4e9a16e35800060155fbc22455151f9e351bc3a,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430109,run_STS430109_a20_ironclad.jsonl,1238605,54126ea87cc135ef6157c2e589a35952c0911c0e813a86accae7423da306c195,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430117,run_STS430117_a20_ironclad.jsonl,528820,37913d243fa46b390fd45edacb5e7c64e4c5dfd4cb2e2330a00b1e819987114e,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430125,run_STS430125_a20_ironclad.jsonl,629818,5cb1fd7f728979c36c9229d21660242510b352a7c27366a754db3887ccd1e1ab,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430133,run_STS430133_a20_ironclad.jsonl,704518,3fd990d9cc6f8b49cf08433fdbcee961662f7f3bcd4c74bea29f92fd20ab364b,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430141,run_STS430141_a20_ironclad.jsonl,1863854,963ff2de9392d4813126f3e691cac4885d43dd166f5d230230ac761562e08030,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430149,run_STS430149_a20_ironclad.jsonl,445847,b1cec9ef5c1d14d63cbff30e667d669799277cbe33c55e2fc6a7b27c2b263ea1,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430157,run_STS430157_a20_ironclad.jsonl,1701908,d62e6626738d27edf54b20c60b10b95ace75dbcef1d0a57123cdbf09d5042932,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430165,run_STS430165_a20_ironclad.jsonl,1073867,21ac7ed82e7872323f9d0c5f8cbea97d91254adaeb480ba0db519cb9ae536c54,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430173,run_STS430173_a20_ironclad.jsonl,1042563,10eff3351f2349a74f04d75d83807ab38c0ded0b1a2817144a04ee0d709c38b3,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430181,run_STS430181_a20_ironclad.jsonl,324477,352fdf036f33f754aa930035e80b981bc28bf649332ea63742681d5ce105282c,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430189,run_STS430189_a20_ironclad.jsonl,955265,8bb3ad17d1a434bbb7fcbb6026ce8069468897757b7e1267ef51c80fa7a06bda,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430197,run_STS430197_a20_ironclad.jsonl,1218991,331b14cefe65ec31438e618b1a5535e9f2b8fdd578e1edb960358a953c2595d4,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430205,run_STS430205_a20_ironclad.jsonl,1058338,e9d7b3ceb7e9d1ea404db19d2fbee5ba7ae4c729dc497667e27a81356788f727,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430213,run_STS430213_a20_ironclad.jsonl,682659,c4c1e042121b075bfb33bedcf416002446fb9b6461425122f85a355fe604f63f,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430221,run_STS430221_a20_ironclad.jsonl,917825,dd6a62810995e599c52f408039791ef8363cc4d2c087ddef0ad4dab6700d13cf,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430229,run_STS430229_a20_ironclad.jsonl,529942,fe0b6c7bd95ffa4630ae0dc5089842565753d5019373b3245e2f095be0a02422,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430237,run_STS430237_a20_ironclad.jsonl,723560,e82a6e6f6eb603c950963d239762b26110f795be2ca692e1595d1663b00bf12f,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430245,run_STS430245_a20_ironclad.jsonl,924906,c3c65769e85262b35a904e32676a6447d127583a563d6b3de2ea8463696e5032,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430253,run_STS430253_a20_ironclad.jsonl,638074,43a7bb45d96426dcca2cfb041eb763e6068904e9a35158384fcd8e7e73ef9915,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430261,run_STS430261_a20_ironclad.jsonl,1053666,e486b3387e23a0d5f5dbac4c3450e087a796153383d037ce54ec806ce25f5c46,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430269,run_STS430269_a20_ironclad.jsonl,1327350,93e89000ec285883b5e9a4b5a6b0726c2d614da9ee0c9707b91ac1304baf84e6,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430277,run_STS430277_a20_ironclad.jsonl,468378,f0a4f60067dda43326ea6de9f4b1727a7ad69892f8b8d440b801527fdefd2a67,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430285,run_STS430285_a20_ironclad.jsonl,461671,a611d29b1e5b5dde3819428194d1dc5177d5db7e4657b9db2644619bfd007447,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430293,run_STS430293_a20_ironclad.jsonl,578536,6bfb18c0b57035ada7b75b5e8bfc2f35738a7ddd46145adbbcc7002d2b05447d,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430301,run_STS430301_a20_ironclad.jsonl,466109,c165e558885d0c267e5e2f2b0891222add8b47e3ba30bdf47e0cd88ae1385471,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430309,run_STS430309_a20_ironclad.jsonl,761718,816365c9866747eaa5782700127864f5be866ab53b3fadd87180a852fcd0587c,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430317,run_STS430317_a20_ironclad.jsonl,697364,95892bcc8c148a90fa773c6c23fafa889ef9f6fc0df642064d8749156f96a1be,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430325,run_STS430325_a20_ironclad.jsonl,1254971,b7a559bc4949ada51bf96bb94b65df322f01dcc789886ae9b91ceed72ac2639c,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430333,run_STS430333_a20_ironclad.jsonl,640256,5d8e48ea0db97f568bf747281d37cae0678f37e9a411e6704f40c74f7180a603,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430341,run_STS430341_a20_ironclad.jsonl,689753,d28432392068cb161ad9347d2d81365c92e62d7190fe5153c5442307caa75928,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430349,run_STS430349_a20_ironclad.jsonl,1393614,703129c831880a6d953a650635dbe0295a03ad00e20f1c7ac191eea657dfc283,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430357,run_STS430357_a20_ironclad.jsonl,568123,c2399918a25b297a002ccd3991b9fca310320504ef8bfa3c6768f7989b67b11b,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430365,run_STS430365_a20_ironclad.jsonl,1005283,2acea17aad457deac5713fe26970a2be0399c727a3bb649069f3ca0d80a3bb79,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430373,run_STS430373_a20_ironclad.jsonl,1192098,7d510756a9d6c6e0530d5e25d1eea872ff7a346c5f560d1e418da4b3220b8254,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430381,run_STS430381_a20_ironclad.jsonl,495359,10ddd3da9c64200c031deaf32254a68f8b16aeee9f1313602093d88f33986871,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430389,run_STS430389_a20_ironclad.jsonl,771159,a42fe131dc6975b96538ad618f3d79a804dbb3f6adc92c1a4bb42b6134bc6528,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430397,run_STS430397_a20_ironclad.jsonl,467160,ed947f094665371bd4c802a18d0eb3c133c45becdfed56f58ef2829855a31677,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430405,run_STS430405_a20_ironclad.jsonl,937004,848cc0c78eb0f138faaf0c5c9b9f5fdcf39a595be47f3e07eaf4e8f06d29424f,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430413,run_STS430413_a20_ironclad.jsonl,724318,d48c40e347a5d1dc554e9235cd7bcf799446f8ced26dadc83647dcd09e3dfb03,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430421,run_STS430421_a20_ironclad.jsonl,1225045,27c39992a72a752ad1a61b6ae66d6ae4db54494f0c6d38093f951ca2a72ddc44,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430429,run_STS430429_a20_ironclad.jsonl,1133684,a4cb038f5569f4119444740571a9bb94cd53beb7e48aace32956630fdc255adb,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430437,run_STS430437_a20_ironclad.jsonl,308478,44dc146c28389988b14362461680b2e810ba13931a1283251f2c919a891f1c60,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430445,run_STS430445_a20_ironclad.jsonl,745123,49d8565c7d0869b86c57269ed8b5794466afa17982c3ad181633351eb4051af7,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430453,run_STS430453_a20_ironclad.jsonl,1181382,870e94cb8f226b07dc4d67a42afae91510b994d9333b05b77d0627f6b1734c09,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430461,run_STS430461_a20_ironclad.jsonl,992143,a842b4f63a755327e0f4019baa26fec0939b8798a9fdb8c4238a2afac0cce7a8,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430469,run_STS430469_a20_ironclad.jsonl,661960,d9e9eb2dd61b3f77dcfa3766f944c410e6013680c8d1606f65fcbb778f66014c,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430477,run_STS430477_a20_ironclad.jsonl,752396,06984d5811485c50dc89f86ad897a29b4d25d45fc33e6726bc076f21e25649db,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430485,run_STS430485_a20_ironclad.jsonl,364126,a99ce5823fdb5f0ccdaecffaaf564f10d8985c9afd6817f4060b5c604ffd446f,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430493,run_STS430493_a20_ironclad.jsonl,840642,27ee960e84b334e40162576bd3546e91e6939f1cc44c1b18eafbb7a09dab3bd5,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430501,run_STS430501_a20_ironclad.jsonl,948766,16c77580fd4e58e4c9327e6c3345fd4af259e181673776528d64dad1d60fd1a1,death,clean,clean,capture postprocess,1
breadth,s243_breadth_rand,s243_breadth_rand.worker-002-of-008,STS430509,run_STS430509_a20_ironclad.jsonl,345777,c91ffda30980f9930f9cfa4cd14819d160c71a336c4d833c5bde2eb75ad6d26c,death,clean,clean,capture postprocess,1
